deviceModel,MODULAIR-PM
deviceID,e00fce68744e5a13149ee7fe
deviceSN,MOD-PM-00106
timestamp_iso,sample_rh,sample_temp,sample_pres,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin1MToF,bin3MToF,bin5MToF,bin7MToF,sample_period,sample_flow,opc_temp,opc_rh,opc_pm1,opc_pm25,opc_pm10,laser_status,pm1_std,pm25_std,pm10_std,pm1_env,pm25_env,pm10_env,neph_bin0,neph_bin1,neph_bin2,neph_bin3,neph_bin4,neph_bin5,flag,fw,connection_status,iteration
2024-08-19T00:02:58Z,75.49,25.19,0.0,29.9106,1.8605,0.2147,0.0358,0.1431,0.1073,0.0358,0.0000,0.0358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,9.3333,11.6667,0.0000,5.000,5.59,30.72,57.03,4.262,6.820,12.750,619,20.0,34.0,35.0,20.0,32.0,35.0,3360.000,975.000,211.000,24.000,1.000,1.000,0,21,0,11
2024-08-19T00:03:03Z,75.54,25.18,0.0,33.2066,1.4185,0.2546,0.0364,0.0727,0.1091,0.0364,0.0000,0.0727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3333,9.0000,10.6667,0.0000,4.999,5.50,30.70,57.00,4.476,7.135,18.034,620,20.0,32.0,33.0,20.0,31.0,33.0,3339.000,965.000,214.000,21.000,1.000,1.000,0,21,0,12
2024-08-19T00:03:08Z,75.56,25.18,0.0,30.8571,1.9810,0.1905,0.0381,0.0762,0.0000,0.0381,0.0381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6667,9.0000,0.0000,11.6667,5.000,5.25,30.72,57.00,4.268,5.812,8.534,620,21.0,32.0,32.0,20.0,31.0,32.0,3423.000,986.000,220.000,16.000,1.000,1.000,0,21,0,1
2024-08-19T00:03:13Z,75.54,25.19,0.0,29.6322,1.7513,0.1751,0.1751,0.0350,0.0350,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6667,10.0000,10.3333,0.0000,5.000,5.71,30.70,56.97,4.167,5.484,6.237,620,20.0,33.0,34.0,20.0,32.0,34.0,3495.000,1011.000,256.000,14.000,1.000,0.000,0,21,0,2
2024-08-19T00:03:18Z,75.53,25.18,0.0,32.7985,1.8284,0.2612,0.0373,0.0373,0.0373,0.1119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6667,12.6667,13.3333,0.0000,5.000,5.36,30.70,57.03,4.494,6.664,8.705,620,21.0,36.0,37.0,20.0,33.0,37.0,3684.000,1065.000,289.000,12.000,1.000,0.000,0,21,0,3
2024-08-19T00:03:23Z,75.51,25.18,0.0,31.9784,1.6906,0.2878,0.0360,0.1439,0.0360,0.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,12.6667,13.3333,0.0000,5.000,5.56,30.72,57.03,4.456,6.066,6.893,620,21.0,37.0,39.0,20.0,34.0,39.0,3837.000,1110.000,296.000,19.000,2.000,1.000,0,21,0,4
2024-08-19T00:03:28Z,75.55,25.21,0.0,32.5464,1.9224,0.2361,0.0337,0.1012,0.0337,0.0337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6667,9.6667,10.3333,0.0000,5.000,5.93,30.70,57.03,4.509,5.879,6.635,620,23.0,40.0,41.0,22.0,36.0,41.0,3861.000,1134.000,263.000,34.000,2.000,1.000,0,21,0,5
2024-08-19T00:03:33Z,75.55,25.18,0.0,31.5611,1.8378,0.1060,0.0353,0.0353,0.0000,0.0707,0.0353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3333,7.0000,0.0000,12.6667,4.999,5.66,30.72,57.01,4.220,5.950,9.044,619,22.0,37.0,38.0,21.0,34.0,38.0,3813.000,1114.000,232.000,31.000,1.000,0.000,0,21,0,6
2024-08-19T00:03:38Z,75.58,25.18,0.0,32.4549,1.5884,0.0722,0.1083,0.1444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3333,11.6667,0.0000,0.0000,5.000,5.54,30.73,57.04,4.379,5.251,5.343,620,22.0,38.0,39.0,21.0,35.0,39.0,3774.000,1109.000,242.000,31.000,1.000,0.000,0,21,0,7
2024-08-19T00:03:43Z,75.55,25.19,0.0,32.8409,1.7803,0.0379,0.0758,0.0758,0.0758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6667,9.0000,9.6667,0.0000,5.000,5.28,30.70,57.04,4.406,5.598,5.938,619,22.0,39.0,40.0,21.0,35.0,40.0,3855.000,1130.000,268.000,33.000,2.000,0.000,0,21,0,8
